TIPOLOGIA_STRUTTURA;ASP;DENOMINAZIONE_STRUTTURA;INDIRIZZO_SEDE_OPERATIVA;CITTA';SOGGETTO_GESTORE;INDIRIZZO_SEDE_LEGALE;NUMERO_TELEFONO;PEC;PROVVEDIMENTO_DI_ACCREDITAMENTO
ASSISTENZA DOMICILIARE INTEGRATA (ADI);KR;Centro Salute e Benessere dei F .Ili Baffa & C. S.r.l.;Contrada Polveracchio snc;Cotronei;Centro Salute e Benessere S.r.l. dei F.lli Baffa e C.;"Contrada Polveracchio snc
Cotronei";0962 44620;csbsrl@arubapec.it;DCA N. 106 del 30/08/2022
ASSISTENZA DOMICILIARE INTEGRATA (ADI);KR;Centro Fisiokinesiterapico Starbene S.r.l.;Largo Covelli, 4;Crotone;STARBENE s.r.l.;Largo Covelli, 4 Crotone;0962 26961;starbenekr@pec.it;DCA N. 63 del 21/02/2023
ASSISTENZA DOMICILIARE INTEGRATA (ADI);KR;Villa del Rosario s.r.l.;Loc. Trepidò Sottano;Cotronei;Villa del Rosario s.r.l.;Loc. Trepidò Sottano Cotronei (KR);0962 46121;villadelrosario.srl@pec.it;"
DECRETO DEL COMMISARIO AD ACTA MINISTERIALE del 22/09/2021"
ASSISTENZA DOMICILIARE INTEGRATA (ADI);KR;Centro di Riabilitazione ANMIC;Via P. Impastato, 57;Crotone;ANMIC RIABILITAZIONE;Via P. Impastato, 57 Crotone;0962 28071;anmiccdr@legalmail.it;DCA N. 08 del 09/01/2023
ASSISTENZA DOMICILIARE INTEGRATA (ADI);CZ;Centro Cilnico S. Vitaliano s.r.l.;Via T. Campanella;Catanzaro;Centro Cilnico S. Vitaliano s.r.l.;Via T. Campanella, 60 Catanzaro;0961 773834-0984 163695;centroclinicosanvitaliano@pec.it;"D.P.G.R. N. 1/2011 
DCA N.136 DEL 20/12/2016 DCA n. 153 del 26/11/2019"
STRUTTURE RESIDENZIALI - SEMIRESIDENZIALI - AMBULATORIALI PER AUTISMO;CS;ANMI SISS s.r.l.;Viale Sant'Angelo Loc. Crosetto;Corigliano-Rossano;ANMI SISS s.r.l.;Via Monte S. Michele, 13 Cosenza;0983 293019;anmisiss@pec.it;DCA n. 42 del 30/01/2020
STRUTTURE RESIDENZIALI - SEMIRESIDENZIALI - AMBULATORIALI PER AUTISMO;CZ;Centro Riabilitativo Lucrezia;Via Lucrezia della Valle;Catanzaro;Soc. San Vincenzo Srl;Via B. da Seminara, 26 Catanzaro;0961 367006;soc.sanvincenzo@pec.it;D.P.G.R. N. 1/2011
STRUTTURE RESIDENZIALI - SEMIRESIDENZIALI - AMBULATORIALI PER AUTISMO;RC;Fondazione Marino per l'Autismo Onlus;Via Prunella inf., 3;Melito Porto Salvo;Fondazione Marino per l'Autismo Onlus;Via Prunella inf., 3 Melito Porto Salvo (RC);0965 789373;fondazionemarino@pec.it;"DCA N. 11 del 09/01/2023
DCA N. 12 del 09/01/2023"
Casa di Cura;CS;Casa di Cura Cascini s.r.l.;Piazza De Seta, 2;Belvedere Marittimo;Casa di Cura Cascini s.r.l.;Piazza De Seta, 2 Belvedere Marittimo (CS);0985 8001;casadicura@pec.it;"D.P.G.R. N. 116 11/07/2012
D.P.G.R. N. 181 09/11/2012
D.P.G.R. N. 37 07/03/2013; D.P.G.R. N. 33 07/03/2013
DCA N.100 20/09/2016 
"
Casa di Cura;CS;Tirrenia Hospital S.r.l. (ex INR - Istituto Ninetta Rosano s.r.l.);Via Capo Tirone,12;Belvedere Marittimo;Tirrenia Hospital S.r.l.;Via Provinciale snc Frazione Piano Lago, Mangone (CS);0985 849091;tirreniahospital@pec.it;"D.P.G.R. N. 119 11/07/2012
D.P.G.R. N. 8 29/01/2013
DCA n. 14 del 28/01/2020
D.P.G.R. N. 7 29/01/2013
D.P.G.R. - CA n.1/2011
DCA n. 107 del 10/05/2018 DCA n. 186 del 23/10/2018"
Casa di Cura;CS;Casa di Cura Arena s.r.l.;Via S.S. 18, 70;Sangineto;Casa di Cura Arena s.r.l.;Via Nazionale, 70 Sangineto (CS);0982 96187;casadicuraarena@pec.it;D.P.G.R. N.19 13/02/2014 Nota prot. 295388/2018
Casa di Cura;CS;iGreco ospedali Riuniti s.r.l. (ex La Madonnina s.r.l.);Via P. Rossi, 109;Cosenza;iGreco ospedali Riuniti s.r.l.;Piazza M. Quintieri, 1 Cosenza;0984 822311;igreco@pec.it;"D.P.G.R. N. 117 11/07/2012
D.P.G.R. N. 172 11/10/2012 
D.P.G.R. N. 85 17/06/2013
D.P.G.R. N. 84 17/06/2013
DCA 29 DEL 08/02/2017
DCA 29 DEL 08/02/2017
Nota prot. n. 288722/2018 Nota prot n. 198603/2019"
Casa di Cura;CS;iGreco ospedali Riuniti s.r.l. (ex Madonna della Catena);Via Fra Benedetto, 33 ;Dipignano;iGreco ospedali Riuniti s.r.l.;Piazza M. Quintieri, 1 Cosenza;0984 445666;igreco@pec.it;D.P.G.R. N. 20 13/02/2014 DCA N.17 DEL 4/2/2016 DCA 29 DEL 08/02/2017 Nota prot. n. 288722/2018 Nota prot n. 198603/2019
Casa di Cura;CS;iGreco ospedali Riuniti s.r.l. (ex Sacro Cuore s.r.l.);Corso L. Fera, 50;Cosenza;iGreco ospedali Riuniti s.r.l.;Piazza M. Quintieri, 1 Cosenza;0984 412953;igreco@pec.it;"D.P.G.R. N. 118 11/07/2012
D.P.G.R. N. 79 17/06/2013 DCA 29 DEL 08/02/2017 Nota prot. n. 288722/2018 Nota prot n. 198603/2019"
Casa di Cura;CS;M.Misasi;P.zza F. Crispi, 6;Cosenza;San Bartolo S.r.l.;P.zza F. Crispi, 6 Cosenza;0984 21084;sanbartolosrl@legalmail.it;D.P.G.R. N. 140 16/10/2013
Casa di Cura;CS;Casa di Cura San Francesco di Rao Rosina s.r.l.;Via Candelisi;Mendicino;Casa di Cura San Francesco di Rao Rosina s.r.l. ;Via Mortati, 43 Mendicino (CS);0984 630769;clinica.sanfrancescosrl@pec.it;"D.P.G.R. N. 90 19/06/2013 DCA N. 90/2014
Nota prot. n.134369 del 27/4/2016 Nota prot. n.188085 del 06/06/2017"
Casa di Cura;CS;Casa di Cura Scarnati s.r.l.;Via Zara, 4;Cosenza;Casa di Cura Scarnati s.r.l.;Via Zara, 4 Cosenza;0984 21933;casadicurascarnati@pec.it;"D.P.G.R. N. 115 11/07/2012
D.P.G.R. N. 83 17/06/2013
DCA 14 DEL 08/02/2017"
Casa di Cura;CS;Casa di Cura Villa Del Sole s.r.l.;Via E. Galli, 1/9 - Rione S. Vito;Cosenza;Casa di Cura Villa Del Sole s.r.l.;Rione S. Vito Cosenza;0984 34026;villadelsole@pec.it;"D.P.G.R. N. 120 11/07/2012
D.P.G.R. N. 81 17/06/2013D.P.G.R. N. 80 17/06/2013 Nota prot. n.290644 del 27/09/2016
DCA 67 DEL 03/05/2017"
Casa di Cura;KR;Santa Rita s.r.l.;Via Roma, 227;Cirò Marina;Santa Rita s.r.l.;Via Roma, 227 Cirò Marina (KR);0962 231078;cdcsantarita@pec.it;"D.P.G.R. N. 9 29/01/2013
DCA n.64 del 05/07/2016
DCA N. 12 DEL 08.02.2017
DCA N. 171 DEL 04/08/2018
DCA n. 3 del 23/01/2019"
Casa di Cura;KR;Istituto S.Anna;Via Siris, 11;Crotone;Istituto S.Anna;ND;ND;risorseumane@pec.istitutosantanna.it;"DCA n. 160 del 02/08/2018
D.P.G.R. N. 12 DEL 29/01/2013
D.P.G.R. N. 12 29/01/2013"
Casa di Cura;KR;Romolo Hospital s.r.l.;Via S. Pertini, 6     loc. Cupone;Rocca di Neto;Romolo Hospital s.r.l.;Via S. Pertini, 6 loc. Cupone Rocca di Neto (KR);0962 983084;romolohospital@legalmail.it;"D.P.G.R. N. 127 11/07/2012
D.P.G.R. N. 201 20/12/2012
D.P.G.R. N. 130 16/10/2013
DCA N. 71 DEL 04.05.2017"
Casa di Cura;KR;Madonna dello Scoglio s.r.l.;Via Laghi Silani;Cotronei;Madonna dello Scoglio s.r.l.;Loc. Mola Cotronei (KR);0962 44188;casadicuramds@pec.it;"D.P.G.R. N. 126 11/07/2012
D.P.G.R. N. 173 11/10/2012
D.P.G.R. N. 200 20/12/2012
D.P.G.R. N. 45 10/04/2014
DCA n. 94 del 15.06.2017"
Casa di Cura;KR;Marrelli Health s.r.l.;Via E. Fermi (Loc. Passovecchio);Crotone;Marrelli Health s.r.l.;Via E. Fermi (Loc. Passovecchio) Crotone;0962 930414;marrellihospital@pec.it;"D.P.G.R. N. 124 11/07/2012
D.P.G.R. N. 199 20/12/2012 NOTA PROT. N.248088 DEL 8/8/2016 DCA n.2 del 10/01/2017 DCA n. 167 del 03/12/2019"
Casa di Cura;KR;Sadel di Salvatore Baffa s.p.a.;Via Laghi Silani;Cotronei;SADEL di Salvatore BAFFA SpA;Via degli Scipioni, 252 Roma;0962 44108;sadel.spa@pec.it;"Nota prot. N. 152189 del 14/05/2015
D.P.G.R. N. 131 16/10/2013
D.P.G.R. N. 46 10/04/2014
"
Casa di Cura;KR;Marrelli Health s.r.l.;Via Gioacchino da Fiore;Crotone;Marrelli Health s.r.l.;Via E. Fermi (Loc. Passovecchio) Crotone;962960101;marrellicasadicura@pec.it;"DCA n.110 del 12/10/2016 DCA n.2 del 10/01/2017 DCA n.129 del 18/10/2017 
DCA n. 104 del 10/05/2018 DCA n. 215 del 08/11/2018 DCA n. 167 del 03/12/2019"
Casa di Cura;CZ;Villa Michelino;Via Duca D'Aosta, 164;Lamezia Terme;FRA.RO. S.r.l.;Via Duca D'Aosta, 164 Lamezia Terme (CZ);0968 22840;frarosrl@arubapec.it;"D.P.G.R. N. 122 DEL 11/07/2012
D.P.G.R. N. 17 05/02/2013
DCA N. 244 DEL 06/12/2018
DCA 13 DEL 08.02.2017 
D.P.G.R. N. 49 DEL 17/04/2013
D.C.A. N. 63 DEL 27/02/2018 DCA N. 71 del 03/03/2023"
Casa di Cura;CZ;Villa Serena;Via Pascali, 11;Catanzaro; CA.GI. S.p.a.;Via Pascali, 11 Catanzaro;0961 724782;villaserena@legalmail.it;DCA N. 102 del 31/03/2023
Casa di Cura;CZ;Villa Sant'Anna S.p.a.;Viale Pio X, 111;Catanzaro;Villa Sant'Anna S.p.a.;Viale Pio X, 111 Catanzaro;0961 5070111;vsaspa@legalmail.it;"D.P.G.R. N. 121 11/07/2012
D.P.G.R. N. 21 20/02/2014
DCA N. 91/2014
D.P.G.R. N. 21 20/02/2014
Nota prot. n. 134396 DEL 27/4/2016 
DCA n. 231 del 28/11/2018"
Casa di Cura;CZ;Villa del Sole s.r.l.;Viale Pio X, 202;Catanzaro;Villa del Sole s.r.l.;Viale Pio X, 202 Catanzaro;0961 741909;villadelsolesrl@pec.it;DCA N. 20 del 10/01/2023
Casa di Cura;CZ;Villa Rachele s.r.l.;Via C.da Acqua Bianca;Maida;Villa Rachele s.r.l.;Via C.da Acqua Bianca, Maida;;villarachelesrl@pec.it;DCA N. 101 del 31/03/2023
Casa di Cura;VV;Villa dei Gerani gestione s.r.l.;Via San D. Savio,10;Vibo Valentia;Villa dei Gerani gestione s.r.l.;Via San D. Savio, 10 Vibo Valentia;0963 547556;villadeigerani@pec.it;"D.P.G.R. N. 128 DEL 11/07/2012
Nota prot. n. 89602/2017: errore materiale
DCA 15 DEL 08/02/2017 
DCA 31 del 20/02/2019"
Casa di Cura;RC;Villa Elisa s.r.l.;Via Vittorio Veneto, 141;Cinquefrondi;Villa Elisa s.r.l.;Via Vittorio Veneto, 141 Cinquefrondi (RC);"0966 943171
";cdc-villaelisa@pec.it;"D.P.G.R. N. 106 29/07/2013
DCA N. 11 DEL 08.02.2017 DCA n. 87 del 23.05.2019
Nota prot. n. 129207/2017: errore materiale"
Casa di Cura;RC;Caminiti s.r.l.;Via Umberto I, 8;Villa S. Giovanni ;Caminiti s.r.l.;Via Umberto I, 61 Villa S. Giovanni (RC);0965 756410;casadicuracaminiti@legalmail.it;"D.P.G.R. N. 131 11/07/2012
D.P.G.R. N. 209 20/12/2012
D.P.G.R. N. 210 20/12/2012
DCA N. 80 DEL 09.05.2017"
Casa di Cura;RC;Policlinico Madonna della Consolazione;Via Cardinale Portanova, 126 ;Reggio Calabria;Società Farmaceutica F.lli Pulitanò Arcudi snc;Via Cardinale Portanova, 126 Reggio Calabria;0965 8501-850328;policlinico@pec.ombc.it;DCA N. 51 del 09/02/2023
Casa di Cura;RC;Villa Aurora Hospital S.r.l.;Via Villa Aurora, 25;Reggio Calabria;Villa Aurora Hospital S.r.l.;Via Provinciale snc Mangone (CS);0965 878544;villaaurorahospital@pec.it ;"D.P.G.R. N. 134 11/07/2012
D.P.G.R. N. 36 07/03/2013
DCA N. 55 DEL 22.03.2017
DCA n. 5 del 23/01/2019"
Casa di Cura;RC;Istituto Ortopedico del Mezzogiorno d'Italia;Via Eremo, 10;Reggio Calabria;G.I.O.M.I.  S.p.a.;Via Eremo, 10 Reggio Calabria;0965 3611;iomi.reggiocalabria@pec.it                           up.giomirc@pec.it;"D.P.G.R. N. 132 11/07/2012
D.P.G.R. N. 207 20/12/2012
D.P.G.R. N. 208 20/12/2012"
Casa di Cura;RC;Villa S.Anna S.P.A.;Via Crocefisso, 25;Reggio Calabria;Villa S.Anna S.P.A.;Via Crocefisso, 25 Reggio Calabria;0965 27381;villasanna@pec.it;"D.P.G.R. N. 135 11/07/2012
D.P.G.R. N. 203 20/12/2012
Nota prot. n. 33217 DEL 03/02/2017
DCA N. 145 DEL 07.11.2017 DCA N. 255 DEL 07/12/2018"
